Answer: 
( _[]_[]_[]_[]_[]_ , 231 )
( [[_[[]_[_[]]_]]_]_ , 323 )
( [[_[_[[]_]_[]_]]_]_ , 763 )
( [[_[_[[]_][]_]]_]_ , 332 )
( [[_[[]_[]]]_]_ , 345 )
( [[_[[_[]]_[]]]_]_ , 72 )
( [[_[_[[]_[]_]]]_]_ , 691 )
( [[_[_[[][]]]]_]_ , 34 )
( [[_[_[[]_[]]]]_]_ , 195 )
( [[_[_[[_[]]_]]]_]_ , 193 )
( [[_[_[[[]_]_]]]_]_ , 144 )
( [[_[_[[_[]_]_]]]_]_ , 548 )
( [[_[_[_[_[]]_]]]_]_ , 709 )
( [[_[_[_[[]_]_]]]_]_ , 522 )
( [[_[_[_[_[]_]_]]]_]_ , 1448 )
( [[_[[_[]_[]]_]]_]_ , 82 )
( [[_[[[][]]_]]_]_ , 36 )
( [[_[[_[_[]]]_]]_]_ , 110 )
( [[_[[[][]_]_]]_]_ , 66 )
( [[_[[_[]_[]_]_]]_]_ , 117 )
( [[_[[_[[]_]]_]]_]_ , 81 )
( [[_[[_[_[]]_]_]]_]_ , 147 )
( [[_[_[_[[]_]]_]]_]_ , 417 )
( [[_[_[_[_[]_]]_]]_]_ , 1435 )
( [[_[_[_[_[]]_]_]]_]_ , 1257 )
( [[_[_[_[[]_]_]_]]_]_ , 952 )
( [[_[_[][][]]]_]_ , 66 )
( [[_[_[[]_][]]]_]_ , 90 )
( [[_[_[_[]][]]]_]_ , 60 )
( [[_[_[]_[][]]]_]_ , 222 )
( [[_[_[][]_[]]]_]_ , 220 )
( [[_[_[][_[]]]]_]_ , 110 )
( [[_[_[][[]_]]]_]_ , 72 )
( [[_[_[][_[]_]]]_]_ , 217 )
( [[_[_[]_[]_[]]]_]_ , 468 )
( [[_[_[_[]]_[]]]_]_ , 340 )
( [[_[_[_[]_]_[]]]_]_ , 580 )
( [[_[_[_[]]_[]_]]_]_ , 730 )
( [[_[_[][][]_]]_]_ , 234 )
( [[_[_[_[]_][]_]]_]_ , 525 )
( [[_[_[]_[_[]]_]]_]_ , 941 )
( [[_[_[]_[_[]_]_]]_]_ , 2218 )
( [[_[[[]_]_[]]]_]_ , 91 )
( [[_[[_[]_]_[]]]_]_ , 193 )
( [[_[[[[]_]_]_[]]]_]_ , 14 )
( [[_[_[_[][]]]]_]_ , 162 )
( [[_[_[_[]_[]]]]_]_ , 359 )
( [[_[_[[][]_]]]_]_ , 180 )
( [[_[_[_[][]_]]]_]_ , 418 )
( [[_[_[_[]_[]_]]]_]_ , 659 )
( [[_[_[_[_[]]]]]_]_ , 293 )
( [[_[_[_[_[_[]]]]]]_]_ , 43 )
( [[_[_[_[_[[]_]]]]]_]_ , 36 )
( [[_[_[_[_[_[]_]]]]]_]_ , 132 )
( [[_[_[_[[]_]]]]_]_ , 217 )
( [[_[_[_[_[]_]]]]_]_ , 1062 )
( [[_[_[_[_[_[]]_]]]]_]_ , 276 )
( [[_[_[_[_[[]_]_]]]]_]_ , 180 )
( [[_[_[[][]_]_]]_]_ , 315 )
( [[_[_[_[]_[]_]_]]_]_ , 730 )
( [[_[_[[]_[]_]_]]_]_ , 748 )
( [[_[_[[]_[]]_]]_]_ , 272 )
( [[_[_[[_[]]_]_]]_]_ , 424 )
( [[_[_[[[]_]_]_]]_]_ , 317 )
( [[_[_[[_[]_]_]_]]_]_ , 859 )
( [[_[_[_[_[]_]_]_]]_]_ , 2091 )
( [[_[_[]_[_[]_]]_]_]_ , 962 )
( [[_[_[][_[]]_]_]_]_ , 857 )
( [[_[_[][[]_]_]_]_]_ , 408 )
( [[_[_[_[]_[]]_]_]_]_ , 324 )
( [[_[_[[][]]_]_]_]_ , 154 )
( [[_[_[_[_[]]]_]_]_]_ , 686 )
( [[_[_[[]_]_[]]_]_]_ , 399 )
( [[_[[]_[]_]_]_]_ , 4688 )
( [[_[[_[]]_[]_]_]_]_ , 648 )
( [[_[[][_[]]_]_]_]_ , 381 )
( [[_[[][[]_]_]_]_]_ , 280 )
( [[_[[]_[_[]_]_]_]_]_ , 2024 )
( [[_[[][][]_]_]_]_ , 208 )
( [[_[[[]_][]_]_]_]_ , 350 )
( [[_[[_[]_][]_]_]_]_ , 484 )
( [[_[[]_[_[]]_]_]_]_ , 1057 )
( [[_[_[[]_]_[]_]_]_]_ , 827 )
( [[_[_[[]_][]_]_]_]_ , 439 )
( [[_[[]_[]]_]_]_ , 1184 )
( [[_[[_[]]_[]]_]_]_ , 231 )
( [[_[_[[]_[]_]]_]_]_ , 1243 )
( [[_[_[[][]]]_]_]_ , 96 )
( [[_[_[[]_[]]]_]_]_ , 410 )
( [[_[_[[_[]]_]]_]_]_ , 437 )
( [[_[_[[[]_]_]]_]_]_ , 346 )
( [[_[_[[_[]_]_]]_]_]_ , 1110 )
( [[_[_[_[_[]]_]]_]_]_ , 1452 )
( [[_[_[_[[]_]_]]_]_]_ , 1143 )
( [[_[_[_[_[]_]_]]_]_]_ , 2674 )
( [[_[[_[]_[]]_]_]_]_ , 274 )
( [[_[[[][]]_]_]_]_ , 168 )
( [[_[[_[_[]]]_]_]_]_ , 388 )
( [[_[[[][]_]_]_]_]_ , 248 )
( [[_[[_[]_[]_]_]_]_]_ , 374 )
( [[_[[_[[]_]]_]_]_]_ , 276 )
( [[_[[_[_[]]_]_]_]_]_ , 434 )
( [[_[_[_[[]_]]_]_]_]_ , 525 )
( [[_[_[_[_[]_]]_]_]_]_ , 1589 )
( [[_[_[_[_[]]_]_]_]_]_ , 1669 )
( [[_[_[_[[]_]_]_]_]_]_ , 1217 )
( [[_[_[_[_[]]]]_]_]_ , 616 )
( [[_[_[_[[]_]]]_]_]_ , 483 )
( [[_[_[_[_[]_]]]_]_]_ , 1876 )
( [[_[][][[]_]]_]_ , 30 )
( [[_[][][_[]_]]_]_ , 102 )
( [[_[][_[]]_[]]_]_ , 64 )
( [[_[][[]_]_[]]_]_ , 38 )
( [[_[][_[]_][]]_]_ , 35 )
( [[_[][[][]_]]_]_ , 50 )
( [[_[][[]_[]_]]_]_ , 43 )
( [[_[][_[_[]_]]]_]_ , 353 )
( [[_[][[_[]]_]]_]_ , 76 )
( [[_[][[[]_]_]]_]_ , 45 )
( [[_[][[_[]_]_]]_]_ , 158 )
( [[_[][_[_[]]_]]_]_ , 198 )
( [[_[][_[[]_]_]]_]_ , 248 )
( [[_[][_[_[]_]_]]_]_ , 512 )
( [[_[][_[][]_]]_]_ , 90 )
( [[_[][_[]_[]_]]_]_ , 103 )
( [[_[][_[_[]]]]_]_ , 137 )
( [[_[][_[[]_]]]_]_ , 178 )
( [[_[[]_][[]_]]_]_ , 68 )
( [[_[[]_][_[]_]]_]_ , 158 )
( [[_[_[]_[]_][]]_]_ , 105 )
( [[_[_[][]_][]]_]_ , 86 )
( [[_[_[_[]]][]]_]_ , 68 )
( [[_[_[[]_]][]]_]_ , 61 )
( [[_[_[_[]_]][]]_]_ , 109 )
( [[_[[[]_]_][]]_]_ , 67 )
( [[_[[_[]_]_][]]_]_ , 151 )
( [[_[[_[]]_][]]_]_ , 31 )
( [[_[[[[]_]_]_][]]_]_ , 14 )
( [[_[_[_[]]_][]]_]_ , 98 )
( [[_[_[[]_]_][]]_]_ , 129 )
( [[_[_[_[]_]_][]]_]_ , 122 )
( [[_[]_[][[]_]]_]_ , 15 )
( [[_[]_[][_[]_]]_]_ , 77 )
( [[_[]_[_[]_][]]_]_ , 88 )
( [[_[]_[_[]]_[]]_]_ , 122 )
( [[_[]_[[]_]_[]]_]_ , 87 )
( [[_[]_[[][]_]]_]_ , 98 )
( [[_[]_[[]_[]_]]_]_ , 83 )
( [[_[]_[_[_[]_]]]_]_ , 428 )
( [[_[]_[[_[]]_]]_]_ , 144 )
( [[_[]_[[[]_]_]]_]_ , 61 )
( [[_[]_[[_[]_]_]]_]_ , 273 )
( [[_[]_[_[_[]]_]]_]_ , 383 )
( [[_[]_[_[[]_]_]]_]_ , 423 )
( [[_[]_[_[_[]_]_]]_]_ , 902 )
( [[_[]_[_[][]_]]_]_ , 138 )
( [[_[]_[_[]_[]_]]_]_ , 181 )
( [[_[]_[_[_[]]]]_]_ , 162 )
( [[_[]_[_[[]_]]]_]_ , 231 )
( [[_[_[]]_[[]_]]_]_ , 297 )
( [[_[_[]]_[_[]_]]_]_ , 653 )
( [[_[[]_]_[[]_]]_]_ , 181 )
( [[_[[]_]_[_[]_]]_]_ , 342 )
( [[_[]_[_[]][]]_]_ , 26 )
( [[_[]_[[]_][]]_]_ , 40 )
( [[_[_[]_]_[][]]_]_ , 249 )
( [[_[_[]_]_[_[_[]_]]]_]_ , 44 )
( [[_[_[]_]_[_[_[]]]]_]_ , 16 )
( [[_[_[]_]_[_[[]_]]]_]_ , 26 )
( [[_[_[]_]_[_[_[]_]_]]_]_ , 72 )
( [[_[_[]_[]]_[]]_]_ , 129 )
( [[_[[][]]_[]]_]_ , 62 )
( [[_[_[_[]]]_[]]_]_ , 106 )
( [[_[_[]_][][]]_]_ , 100 )
( [[_[_[]_][_[_[]_]]]_]_ , 88 )
( [[_[_[]_][_[_[]]]]_]_ , 32 )
( [[_[_[]_][_[[]_]]]_]_ , 52 )
( [[_[_[]_][_[_[]_]_]]_]_ , 58 )
( [[_[_[]][][]]_]_ , 32 )
( [[_[_[]][_[_[]_]]]_]_ , 44 )
( [[_[_[]][_[_[]]]]_]_ , 16 )
( [[_[_[]][_[[]_]]]_]_ , 26 )
( [[_[_[]][_[_[]_]_]]_]_ , 26 )
( [[_[_[_[]]_]_[[]_]]_]_ , 35 )
( [[_[_[_[]]_]_[_[]_]]_]_ , 73 )
( [[[]_[_[]_[]]_]_]_ , 146 )
( [[[]_[[]_[]_]_]_]_ , 123 )
( [[[]_[[][]_]_]_]_ , 122 )
( [[[]_[[]_[]]_]_]_ , 67 )
( [[[]_[_[][]]_]_]_ , 105 )
( [[[_[]_]_[_[]_]_]_]_ , 1330 )
( [[[_[]_]_[_[]]_]_]_ , 731 )
( [[[_[]_]_[[]_]_]_]_ , 789 )
( [[[_[]]_[_[]_]_]_]_ , 500 )
( [[[_[]]_[_[]]_]_]_ , 221 )
( [[[_[]]_[[]_]_]_]_ , 274 )
( [[[[]_]_[_[]_]_]_]_ , 406 )
( [[[[]_]_[_[]]_]_]_ , 202 )
( [[[[]_]_[[]_]_]_]_ , 230 )
( [[[][][]_[]_]_]_ , 208 )
( [[[][][_[]]_]_]_ , 162 )
( [[[][][[]_]_]_]_ , 78 )
( [[[][][_[]_]_]_]_ , 386 )
( [[[]_[]_[]_[]_]_]_ , 262 )
( [[[]_[_[]]_[]_]_]_ , 218 )
( [[[][]_[][]_]_]_ , 120 )
( [[[][]_[_[_[]_]]_]_]_ , 40 )
( [[[][_[_[]_]]_]_]_ , 121 )
( [[[_[]_][_[_[]_]]_]_]_ , 122 )
( [[[_[]][_[_[]_]]_]_]_ , 63 )
( [[[[]_][_[_[]_]]_]_]_ , 34 )
( [[[_[][]][]_]_]_ , 14 )
( [[[_[][_[]]][]_]_]_ , 14 )
( [[[_[][[]_]][]_]_]_ , 14 )
( [[[[]_[]_][]_]_]_ , 126 )
( [[[[][]_][]_]_]_ , 46 )
( [[[[_[]_]_[]_][]_]_]_ , 14 )
( [[[_[][]_][]_]_]_ , 70 )
( [[[_[]_[]_][]_]_]_ , 86 )
( [[[[]_[]][]_]_]_ , 14 )
( [[[[]_[_[]]][]_]_]_ , 14 )
( [[[[]_[[]_]][]_]_]_ , 14 )
( [[[_[_[]]][]_]_]_ , 156 )
( [[[_[_[]_]][]_]_]_ , 126 )
( [[[_[_[]_[]]][]_]_]_ , 14 )
( [[[_[[][]]][]_]_]_ , 28 )
( [[[_[_[_[]]]][]_]_]_ , 14 )
( [[[[[]_]_][]_]_]_ , 62 )
( [[[[[_[]]_]_][]_]_]_ , 14 )
( [[[[_[[]_]_]_][]_]_]_ , 28 )
( [[[[_[][]]_][]_]_]_ , 14 )
( [[[[_[[]_]]_][]_]_]_ , 28 )
( [[[[_[_[]_]]_][]_]_]_ , 28 )
( [[[[_[_[]]_]_][]_]_]_ , 14 )
( [[[_[[]_]_][]_]_]_ , 182 )
( [[[_[[_[]]_]_][]_]_]_ , 14 )
( [[[_[_[]_]_][]_]_]_ , 224 )
( [[[_[_[[]_]_]_][]_]_]_ , 14 )
( [[[_[[[]_]_]_][]_]_]_ , 14 )
( [[[]_[][[]_]_]_]_ , 55 )
( [[[]_[[]_]_[]_]_]_ , 203 )
( [[[]_[_[]_]_[]_]_]_ , 470 )
( [[[]_[_[]_[]_]_]_]_ , 347 )
( [[[]_[_[_[][]]_]_]_]_ , 21 )
( [[[_[]_]_[][]_]_]_ , 428 )
( [[[_[]]_[][]_]_]_ , 146 )
( [[[[]_]_[][]_]_]_ , 132 )
( [[[]_[][][]_]_]_ , 72 )
( [[[]_[]_[_[_[]_]]_]_]_ , 55 )
( [[[_[_[]]_]_[[]_]_]_]_ , 40 )
( [[[_[[]_]]_[[]_]_]_]_ , 13 )
( [[[[_[]_]_]_[[]_]_]_]_ , 52 )
( [[[[_[]]_]_[[]_]_]_]_ , 39 )
( [[_[][_[]_[]]_]_]_ , 79 )
( [[_[][[]_[]_]_]_]_ , 79 )
( [[_[][[][]_]_]_]_ , 91 )
( [[_[][_[][]_]_]_]_ , 79 )
( [[_[][[]_[]]_]_]_ , 64 )
( [[_[][_[_[]]]_]_]_ , 207 )
( [[_[][_[[]_]]_]_]_ , 237 )
( [[_[][_[_[]_]]_]_]_ , 576 )
( [[_[][[_[]]_]_]_]_ , 230 )
( [[_[][[[]_]_]_]_]_ , 120 )
( [[_[][[_[]_]_]_]_]_ , 412 )
( [[_[][_[_[]]_]_]_]_ , 251 )
( [[_[][_[[]_]_]_]_]_ , 272 )
( [[_[][_[_[]_]_]_]_]_ , 500 )
( [[_[][_[][]]_]_]_ , 93 )
( [[_[[]_][_[]_]_]_]_ , 346 )
( [[_[[]_][_[]]_]_]_ , 198 )
( [[_[[]_][[]_]_]_]_ , 225 )
( [[_[]_[_[]_[]]_]_]_ , 184 )
( [[_[]_[[]_[]_]_]_]_ , 190 )
( [[_[]_[[][]_]_]_]_ , 219 )
( [[_[]_[_[][]_]_]_]_ , 148 )
( [[_[]_[[]_[]]_]_]_ , 167 )
( [[_[]_[_[_[]]]_]_]_ , 324 )
( [[_[]_[_[[]_]]_]_]_ , 515 )
( [[_[]_[_[_[]_]]_]_]_ , 1023 )
( [[_[]_[[_[]]_]_]_]_ , 546 )
( [[_[]_[[[]_]_]_]_]_ , 281 )
( [[_[]_[[_[]_]_]_]_]_ , 1006 )
( [[_[]_[_[_[]]_]_]_]_ , 589 )
( [[_[]_[_[[]_]_]_]_]_ , 671 )
( [[_[]_[_[_[]_]_]_]_]_ , 1058 )
( [[_[]_[_[][]]_]_]_ , 251 )
( [[_[_[]_]_[]_[]_]_]_ , 896 )
( [[_[[]_]_[_[]_]_]_]_ , 283 )
( [[_[_[][]]_[]_]_]_ , 158 )
( [[_[_[[]_]]_[]_]_]_ , 418 )
( [[_[_[_[]_]]_[]_]_]_ , 564 )
( [[_[_[]_][]_[]_]_]_ , 493 )
( [[_[_[]][]_[]_]_]_ , 142 )
( [[_[_[]]_[][]_]_]_ , 362 )
( [[_[_[_[]]_]_[[]_]_]_]_ , 27 )
( [[_[_[]_]_[_[_[]_]]_]_]_ , 134 )
( [[_[_[]]_[_[_[]_]]_]_]_ , 32 )
( [[_[][]_[[]_]_]_]_ , 67 )
( [[_[][_[]]_[]_]_]_ , 135 )
( [[_[][[]_]_[]_]_]_ , 86 )
( [[_[][_[]_]_[]_]_]_ , 124 )
( [[_[][][[]_]_]_]_ , 54 )
( [[_[_[]][_[_[]_]]_]_]_ , 56 )
( [[_[[]_][][]_]_]_ , 130 )
( [[_[[_[]]_][[]_]_]_]_ , 15 )
( [[_[_[]_][[]_]_]_]_ , 440 )
( [[_[_[[]_]_][[]_]_]_]_ , 15 )
( [[_[[[]_]_][[]_]_]_]_ , 15 )
( [[_[[][]_][]_]_]_ , 77 )
( [[_[_[]_[]_][]_]_]_ , 257 )
( [[_[_[_[]]][]_]_]_ , 128 )
( [[_[]_[][[]_]_]_]_ , 64 )
( [[_[]_[_[]]_[]_]_]_ , 227 )
( [[_[]_[[]_]_[]_]_]_ , 235 )
( [[_[]_[]_[[]_]_]_]_ , 75 )
( [[_[]_[_[]_]_[]_]_]_ , 303 )
( [[_[[]_]_[[]_]_]_]_ , 166 )
( [[_[_[]_[]]_[]_]_]_ , 219 )
( [[_[[][]]_[]_]_]_ , 170 )
( [[_[_[_[]]]_[]_]_]_ , 301 )
( [[_[_[]_[]_]_[]_]_]_ , 500 )
( [[_[_[][]_]_[]_]_]_ , 383 )
( [[_[[_[]_]_]_[]_]_]_ , 510 )
( [[_[[[[]_]_]_]_[]_]_]_ , 62 )
( [[_[_[_[]_]_]_[]_]_]_ , 500 )
( [[_[_[]_][_[]]_]_]_ , 550 )
( [[_[_[]_][_[]_]_]_]_ , 1032 )
( [[_[_[_[]]_][_[]_]_]_]_ , 46 )
( [[[][][][]]_]_ , 24 )
( [[[][][_[_[]_]]]_]_ , 88 )
( [[[][][_[_[]]]]_]_ , 32 )
( [[[][][_[[]_]]]_]_ , 52 )
( [[[][][_[_[]_]_]]_]_ , 52 )
( [[[][]_[[]_]]_]_ , 75 )
( [[[][]_[_[]_]]_]_ , 171 )
( [[[][[]_]]_]_ , 38 )
( [[[][_[]_]]_]_ , 103 )
( [[[_[]][[]_]]_]_ , 38 )
( [[[_[]][_[]_]]_]_ , 103 )
( [[[_[]_][[]_]]_]_ , 319 )
( [[[_[]_][_[]_]]_]_ , 865 )
( [[[_[_[]]_][[]_]]_]_ , 38 )
( [[[_[_[]]_][_[]_]]_]_ , 103 )
( [[[_[[]_]][[]_]]_]_ , 15 )
( [[[_[[]_]][_[]_]]_]_ , 41 )
( [[[[]_][[]_]]_]_ , 60 )
( [[[[]_][_[]_]]_]_ , 164 )
( [[[[_[]_]_][[]_]]_]_ , 60 )
( [[[[_[]_]_][_[]_]]_]_ , 164 )
( [[[[_[]]_][[]_]]_]_ , 45 )
( [[[[_[]]_][_[]_]]_]_ , 123 )
( [[[]_[][[]_]]_]_ , 30 )
( [[[]_[][_[]_]]_]_ , 92 )
( [[[]_[_[]][]]_]_ , 20 )
( [[[]_[[]_][]]_]_ , 52 )
( [[[]_[_[]_][]]_]_ , 130 )
( [[[]_[[]_]_[]]_]_ , 38 )
( [[[]_[[]_[]_]]_]_ , 110 )
( [[[]_[_[]_[]_]]_]_ , 542 )
( [[[_[]_]_[[]_]]_]_ , 304 )
( [[[_[]_]_[_[]_]]_]_ , 590 )
( [[[_[]]_[[]_]]_]_ , 95 )
( [[[_[]]_[_[]_]]_]_ , 196 )
( [[[[]_]_[[]_]]_]_ , 90 )
( [[[[]_]_[_[]_]]_]_ , 182 )
( [[[]_[]_[][]]_]_ , 64 )
( [[[]_[]_[_[_[]_]]]_]_ , 44 )
( [[[]_[]_[_[_[]]]]_]_ , 16 )
( [[[]_[]_[_[[]_]]]_]_ , 26 )
( [[[]_[]_[_[_[]_]_]]_]_ , 32 )
( [[[]_[_[_[][]]_]]_]_ , 37 )
( [[[]_[_[_[]_[]]]]_]_ , 10 )
( [[[]_[_[[]_[]_]]]_]_ , 10 )
( [[[]_[_[[][]_]]]_]_ , 12 )
( [[[]_[_[_[][]_]]]_]_ , 12 )
( [[[]_[_[[]_[]]]]_]_ , 8 )
( [[[]_[_[_[_[]]]]]_]_ , 32 )
( [[[]_[_[_[[]_]]]]_]_ , 14 )
( [[[]_[_[_[_[]_]]]]_]_ , 68 )
( [[[]_[_[[_[]]_]]]_]_ , 16 )
( [[[]_[_[[[]_]_]]]_]_ , 24 )
( [[[]_[_[[_[]_]_]]]_]_ , 38 )
( [[[]_[_[_[_[]]_]]]_]_ , 34 )
( [[[]_[_[_[[]_]_]]]_]_ , 24 )
( [[[]_[_[_[_[]_]_]]]_]_ , 46 )
( [[_[_[[]_]_[_[]_]]]_]_ , 37 )
( [[_[[]_[][]_]]_]_ , 105 )
( [[_[[]_[]_[]_]]_]_ , 100 )
( [[_[[]_[[]_]_]]_]_ , 241 )
( [[_[[[]_]_[]_]]_]_ , 269 )
( [[_[[_[]_]_[]_]]_]_ , 401 )
( [[_[[][]_[]_]]_]_ , 78 )
( [[_[[][_[]_]_]]_]_ , 186 )
( [[_[[_[]][]_]]_]_ , 53 )
( [[_[[_[]][_[]]_]]_]_ , 21 )
( [[_[[_[]][[]_]_]]_]_ , 17 )
( [[_[[_[]][_[]_]_]]_]_ , 29 )
( [[_[[]_[_[][]]_]]_]_ , 6 )
( [[_[_[_[]][]_]]_]_ , 164 )
( [[_[_[]_[[]_]_]]_]_ , 938 )
( [[_[_[]_[][]_]]_]_ , 430 )
( [[_[_[][]_[]_]]_]_ , 399 )
( [[_[_[][_[]_]_]]_]_ , 1213 )
( [[_[_[]_[]_[]_]]_]_ , 583 )
( [[_[[]_[_[]_]]]_]_ , 128 )
( [[_[[_[]]_[_[]_]]]_]_ , 12 )
( [[_[_[[_[]][]_]]]_]_ , 25 )
( [[_[_[[]_[][]_]]]_]_ , 33 )
( [[_[_[[]_[_[]]]]]_]_ , 35 )
( [[_[_[[]_[[]_]]]]_]_ , 53 )
( [[_[_[[]_[_[]_]]]]_]_ , 82 )
( [[_[_[_[_[][]_]]]]_]_ , 111 )
( [[_[_[_[[_[]]_]]]]_]_ , 70 )
( [[_[_[_[[[]_]_]]]]_]_ , 57 )
( [[_[_[_[[_[]_]_]]]]_]_ , 97 )
( [[_[_[_[_[_[]_]_]]]]_]_ , 403 )
( [[_[_[[_[_[]]]_]]]_]_ , 27 )
( [[_[_[[_[[]_]]_]]]_]_ , 36 )
( [[_[_[[_[_[]_]]_]]]_]_ , 82 )
( [[_[_[[_[_[]]_]_]]]_]_ , 83 )
( [[_[_[[_[[]_]_]_]]]_]_ , 65 )
( [[_[[[]_[]_]_]]_]_ , 113 )
( [[_[[[]_[]]_]]_]_ , 60 )
( [[_[[[_[]]_]_]]_]_ , 32 )
( [[_[[[_[]_]_]_]]_]_ , 72 )
( [[_[[_[[]_]_]_]]_]_ , 137 )
( [[_[[_[_[]_]_]_]]_]_ , 229 )
( [[_[[_[][]]_]]_]_ , 56 )
( [[_[[_[][]_]_]]_]_ , 83 )
( [[_[[_[_[_[]]]]_]]_]_ , 14 )
( [[_[[_[_[[]_]]]_]]_]_ , 15 )
( [[_[[_[_[_[]_]]]_]]_]_ , 27 )
( [[_[[_[_[]_]]_]]_]_ , 245 )
( [[_[[_[_[_[]]_]]_]]_]_ , 20 )
( [[_[[_[_[[]_]_]]_]]_]_ , 17 )
( [[_[_[_[][]_]_]]_]_ , 605 )
( [[_[_[_[][]]_]]_]_ , 296 )
( [[_[_[[]_][_[]_]]]_]_ , 32 )
( [[_[_[[]_][_[]]]]_]_ , 10 )
( [[_[_[[]_][[]_]]]_]_ , 18 )
( [[_[_[]_[_[]]]]_]_ , 306 )
( [[_[_[]_[[]_]]]_]_ , 320 )
( [[_[_[][_[]_[]]]]_]_ , 9 )
( [[_[_[][[]_[]_]]]_]_ , 10 )
( [[_[_[][[][]_]]]_]_ , 12 )
( [[_[_[][_[][]_]]]_]_ , 12 )
( [[_[_[][[]_[]]]]_]_ , 8 )
( [[_[_[][_[_[]]]]]_]_ , 32 )
( [[_[_[][_[[]_]]]]_]_ , 14 )
( [[_[_[][_[_[]_]]]]_]_ , 68 )
( [[_[_[][[_[]]_]]]_]_ , 16 )
( [[_[_[][[[]_]_]]]_]_ , 23 )
( [[_[_[][[_[]_]_]]]_]_ , 38 )
( [[_[_[][_[_[]]_]]]_]_ , 32 )
( [[_[_[][_[[]_]_]]]_]_ , 20 )
( [[_[_[][_[_[]_]_]]]_]_ , 45 )
( [[_[_[_[]]_[_[]_]]]_]_ , 55 )
( [[_[_[_[]]_[_[]]]]_]_ , 23 )
( [[_[_[_[]]_[[]_]]]_]_ , 26 )
( [[_[[[[]_]_]_[]_]]_]_ , 42 )
( [[_[[[[]_]_][]_]]_]_ , 18 )
( [[_[_[_[]]_[_[]_]_]]_]_ , 80 )
( [[_[_[[]_]_[_[]_]_]]_]_ , 67 )
( [[_[_[_[]_]_[]_]]_]_ , 870 )
( [[_[_[_[]][_[]]_]]_]_ , 35 )
( [[_[_[_[]][[]_]_]]_]_ , 32 )
( [[_[_[_[]][_[]_]_]]_]_ , 68 )
( [[_[_[]_[_[][]]_]]_]_ , 41 )
( [[_[_[_[]_[]_[]]]]_]_ , 13 )
( [[_[_[_[]_[_[]]]]]_]_ , 38 )
( [[_[_[_[]_[[]_]]]]_]_ , 30 )
( [[_[_[_[]_[_[]_]]]]_]_ , 78 )
( [[_[_[_[_[]]_[]]]]_]_ , 33 )
( [[_[_[[][][]_]]]_]_ , 14 )
( [[_[_[[]_[_[]]_]]]_]_ , 114 )
( [[_[_[[]_[[]_]_]]]_]_ , 92 )
( [[_[_[[]_[_[]_]_]]]_]_ , 222 )
( [[_[_[_[]_[_[]]_]]]_]_ , 42 )
( [[_[_[_[]_[[]_]_]]]_]_ , 29 )
( [[_[_[_[]_[_[]_]_]]]_]_ , 59 )
( [[_[_[_[_[]][]_]]]_]_ , 10 )
( [[_[_[_[]_[][]_]]]_]_ , 10 )
( [[_[_[[][]_[]]]]_]_ , 21 )
( [[_[_[[][_[]]]]]_]_ , 64 )
( [[_[_[[][[]_]]]]_]_ , 20 )
( [[_[_[[][_[]_]]]]_]_ , 132 )
( [[_[_[_[_[][]]]]]_]_ , 26 )
( [[_[_[_[_[]_[]]]]]_]_ , 27 )
( [[_[_[_[[][]_]]]]_]_ , 37 )
( [[_[_[_[[]_[]]]]]_]_ , 13 )
( [[_[_[_[_[_[]]]_]]]_]_ , 70 )
( [[_[_[_[_[[]_]]_]]]_]_ , 32 )
( [[_[_[_[_[_[]_]]_]]]_]_ , 127 )
( [[_[_[_[_[_[]]_]_]]]_]_ , 149 )
( [[_[_[_[_[[]_]_]_]]]_]_ , 86 )
( [[_[_[_[_[][]_]_]]]_]_ , 55 )
( [[_[_[_[[_[]]_]_]]]_]_ , 72 )
( [[_[_[_[[[]_]_]_]]]_]_ , 80 )
( [[_[_[_[[_[]_]_]_]]]_]_ , 91 )
( [[_[_[_[_[_[]_]_]_]]]_]_ , 153 )
( [[_[_[_[_[_[]]]]_]]_]_ , 63 )
( [[_[_[_[_[[]_]]]_]]_]_ , 37 )
( [[_[_[_[_[_[]_]]]_]]_]_ , 142 )
( [[_[_[_[_[_[]]_]]_]]_]_ , 202 )
( [[_[_[_[_[[]_]_]]_]]_]_ , 131 )
( [[_[_[[_[]][]_]_]]_]_ , 22 )
( [[_[_[[]_[][]_]_]]_]_ , 20 )
( [[_[_[[]_[_[]]]_]]_]_ , 38 )
( [[_[_[[]_[[]_]]_]]_]_ , 40 )
( [[_[_[[]_[_[]_]]_]]_]_ , 54 )
( [[_[_[_[_[][]_]]_]]_]_ , 82 )
( [[_[_[_[[_[]]_]]_]]_]_ , 64 )
( [[_[_[_[[[]_]_]]_]]_]_ , 82 )
( [[_[_[_[[_[]_]_]]_]]_]_ , 88 )
( [[_[_[_[_[_[]_]_]]_]]_]_ , 227 )
( [[_[_[[_[_[]]]_]_]]_]_ , 26 )
( [[_[_[[_[[]_]]_]_]]_]_ , 50 )
( [[_[_[[_[_[]_]]_]_]]_]_ , 85 )
( [[_[_[[_[_[]]_]_]_]]_]_ , 40 )
( [[_[_[[_[[]_]_]_]_]]_]_ , 37 )
( [[_[_[][][]]_]_]_ , 111 )
( [[_[_[[]_][]]_]_]_ , 163 )
( [[_[_[_[]][]]_]_]_ , 85 )
( [[_[_[]_[][]]_]_]_ , 253 )
